mention_id,chunk_id,source_file,source_chat,report_date,report_datetime_raw,sender,project_name_hint,map_urls,land_area_mentions,price_mentions,far_mentions,population_mentions,irr_mentions,npv_mentions,excerpt
TEAMS-MENTION-0796,796,batch_833.txt,Bee || Phân Tích Đầu Tư,2023-06-22,6/22/2023 12:33 PM,Tuan Tran-CEO,,,,,,,,,"Tuan Tran-CEO 6/22/2023 12:33 PM Check giá hiện tại các đường chính như Nguyễn Duy Trinh, Long Phước, Long Thuận, Tam Đa sao nha 1 Like reaction. Nguyễn Xiển by Unknown User"
TEAMS-MENTION-0797,797,batch_834.txt,Bee || Phân Tích Đầu Tư,2023-06-22,6/22/2023 11:59 AM,Thao L - INVT,Khu Đô Thị Mới Bắc Quán Hành - Quán Hành - Nghi Lộc - Nghệ An như sau,https://goo.gl/maps/FmDxfXdHa9mdoGK99,"18,43ha; 2,9ha; 2,2ha; 1,5ha; 1,1ha; 0,6ha","994,9 tỷ; 952,7 tỷ; 42,19 tỷ",,dân số là 6.197; dân số đạt 1.589; Dân số: 1.900,,,"Thao L - INVT 6/22/2023 11:59 AM Edited K.ĐT gửi anh Tuan Tran-CEO thông tin về dự án Khu Đô Thị Mới Bắc Quán Hành - Quán Hành - Nghi Lộc - Nghệ An như sau: THÔNG TIN VỀ DỰ ÁN KHU ĐÔ THỊ MỚI BẮC QUÁN HÀNH – QUÁN HÀNH – NGHI LỘC 1/ Vị trí: https://goo.gl/maps/FmDxfXdHa9mdoGK99 - Theo thống kê năm 2019, thị trấn Quán Hành có diện tích 3,9 km², dân số là 6.197 người, mật độ dân số đạt 1.589 người/km². - Dự án Khu đô thị Bắc Quán Hành các Trung tâm Thành phố Vinh khoảng 14Km, cách Cảng hàng không Quốc Tế Vinh 11Km, cách biển Cử Lò khoảng 11Km. 2/ Thông tin dự án: Tên dự án: Khu đô thị mới Bắc Quán Hành. Địa điểm: Thị trấn Quán Hành, huyện Nghi Lộc, tỉnh Nghệ An. Hình thức lựa chọn nhà đầu tư: Đấu thầu dự án đầu tư có sử dụng đất. Dân số: 1.900 người. Diện tích: 18,43ha, trong đó: .180 căn nhà ở liền kề cao 3 tầng và 1 tum ~ 2,9ha chiếm 15,7%. . 144 căn nhà ở liền kề thương mại cao 3 tầng và 1 tum ~ 2,2ha chiếm 11,9%, . 55 căn nhà ở biệt thự cao 3 tầng và 1 tum ~ 1,5ha chiếm 8,1%. . Nhà ở xã hội, cao 2-5 tầng ~ 1,1ha chiếm 6%. . Khu thương mại dịch vụ, cao 2-5 tầng ~ 0,6ha chiếm 3,3%. . Còn lại là các công tình phụ trợ khác chiếm 55%. Thời gian hoạt động dự án: 50 năm ( kể từ ngày giao đất cho NĐT thực hiện). Tiến độ thực hiện: 5 năm. Tổng mức đầu tư dự án: 994,9 tỷ; trong đó: . Chi phí xây dựng: 952,7 tỷ. . Chi phí đền bù giải phóng mặt bằng: 42,19 tỷ. 3/ Thông tin đấu thầu: - 12/12/2022 Sở Kế hoạch và Đầu tư tỉnh Nghệ An ban hành Thông báo số 5025/TB-SKHĐT mời các nhà đầu tư quan tâm dự án đầu tư có sử dụng đất - dự án Khu đô thị mới Bắc Quán Thành. Tháng 01/2023, Sở Kế hoạch và Đầu tư công bố kết quả: CTCP H&T Group Việt Nam là nhà đầu tư duy nhất đăng ký thực hiện dự án. - 06/06/2023 Sở Kế hoạch và Đầu tư tỉnh Nghệ An ban hành Thông báo số 2225/TB-SKHĐT về việc gia hạn m"
TEAMS-MENTION-0798,798,batch_834.txt,Bee || Phân Tích Đầu Tư,2023-06-22,6/22/2023 12:29 PM,Tuan Tran-CEO,,,,,,,,,Tuan Tran-CEO 6/22/2023 12:29 PM Tính khái toán nhanh thử xem ổn ko em 1 Like reaction. 1 Heart reaction. Check giá hiện tại các đường chính như Nguy... by Unknown User
TEAMS-MENTION-0799,799,batch_834.txt,Bee || Phân Tích Đầu Tư,2023-08-04,8/4/2023 12:18 PM,Huy M - IM,,,,,,,,,"Huy M - IM 8/4/2023 12:18 PM Edited Team đang cập nhật theo các thông tin pháp lý mới nhận, với hồi xưa tính thời điểm cũng lâu rồi nên phải binh lại các quy hoạch cho đúng chuẩn cập nhật lại bây giờ"
TEAMS-MENTION-0800,800,batch_835.txt,Bee || Phân Tích Đầu Tư,2023-06-22,6/22/2023 10:42 AM,Tuan Tran-CEO,phân lô (,,,,,,,,"Tuan Tran-CEO 6/22/2023 10:42 AM Cho cụ thể, ví dụ lô E thì vị trí nào 47.5tr và vị trí nào 64.8tr 1 Like reaction. Tìm hiểu bên Nhơn Trạch xem dự án phân lô (... by Unknown User"
TEAMS-MENTION-0801,801,batch_835.txt,Bee || Phân Tích Đầu Tư,2023-06-22,6/22/2023 11:08 AM,Tuan Tran-CEO,phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction,,,,,,,,Tuan Tran-CEO 6/22/2023 11:08 AM Tìm hiểu bên Nhơn Trạch xem dự án phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction. Ai nghiên cứu luôn gía cho thuê đất KCN ở g... by Unknown User
TEAMS-MENTION-0802,802,batch_835.txt,Bee || Phân Tích Đầu Tư,2023-06-22,6/22/2023 11:21 AM,Tuan Tran-CEO,,,,,,,,,Tuan Tran-CEO 6/22/2023 11:21 AM Ai nghiên cứu luôn gía cho thuê đất KCN ở gần bangkok nhất nhiêu nhé Và giá trung bình KCN bên Indo nữa by Unknown User
TEAMS-MENTION-0803,803,batch_836.txt,Bee || Phân Tích Đầu Tư,2023-06-19,6/19/2023 11:02 AM,Sinh Nguyen-Dau Tu,ở P,,941.5 ha; 10 ha; 9 ha; 30ha; 180m²; 52 m²; 64 m²; 80 m²; 60 m²; 56 m²; 1000 m²,,hệ số sử dụng đất hiện tại chỉ từ 1.2,,,,"Sinh Nguyen-Dau Tu 6/19/2023 11:02 AM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh giá Diamond Island Q.9, các dự án ở P.Long Phước và Swan Park như sau: 1/ Kết nối hạ tầng giao thông 2/ Tổng hợp thông tin dự án Bất động sản khảo sát: Tên dự án Swan Park Diamond Island, Quận 9 Việt Nhân Blue Diamond Riverside Việt Nhân Long Phước 123 (Việt Nhân 1234) Saigon Garden Riverside Village Chủ đầu tư Tập đoàn CFLD – Trung Quốc & Tín Nghĩa Group Cá nhân, đơn vị PTDA Vạn Phát Đạt Công ty BĐS Việt Nhân Công ty BĐS Việt Nhân Tập đoàn Hưng Thịnh Vị trí Xã Phú Thạnh, Huyện Nhơn Trạch, Tỉnh Đồng Nai Đường Long Thuận, P. Trường Thạnh, Quận 9, HCM Đường số 8, Phường Long Phước, Quận 9, HCM Đường số 8, Phường Long Phước, Quận 9, HCM Số 86 đường Cầu Đình, Phường Long Phước, Quận 9, Tp.HCM Quy mô 941.5 ha 10 ha, hơn 300 nền 9 ha, gần 800 nền Khoảng 700 nền 30ha, 168 nền Loại hình sản phẩm Nhà phố, Dinh thự, Biệt thự và Shophouse Đất nền (nhà phố và Biệt thự ven sông) Đất nền nhà phố Đất nền nhà phố Đất nền xây biệt thự vườn và biệt thự ven sông Diện tích 107 – 180m²/sản phẩm 4x13 (52 m²), 4x16 (64 m²), 4x20 (80 m²)… 4x13 (52 m²), 4x15 (60 m²)… 4x14 (56 m²), 4x15 (60 m²)… Từ 1000 m² trở lên. Hiện trạng xây dựng CĐT xây theo nhà mẫu, xây dựng 1 trệt, 2 lầu Thời điểm Quận 9 chưa lên Thành phố Thủ Đức, các dự án được xây dựng tự do CTXD bắt buộc xây dựng theo mẫu của CĐT: 1 bán hầm, 1T +2L khi Q.9 chưa lên TP. Thủ Đức Thời điểm Quận 9 đã lên Thành phố Thủ Đức cho đến nay, diện tích sàn xây dựng thấp hơn trước rất nhiều, hệ số sử dụng đất hiện tại chỉ từ 1.2 đến 2.0 lần (khả năng xây dựng được 1 trệt, 1 lầu). Tính thanh khoản Đã có dân về ở và có tính thanh khoản Đã có dân về ở và có tính thanh khoản Chưa có dân về ở và tính thanh khoản thấp Tình trạng Pháp lý: Hiện tại đang vướng pháp lý của Công"
TEAMS-MENTION-0804,804,batch_836.txt,Bee || Phân Tích Đầu Tư,2023-06-21,6/21/2023 5:51 PM,Tuan Tran-CEO,Khu đô thị Bắc Quán Hành tại thị trấn Quán Hành,,,,,,,,"Tuan Tran-CEO 6/21/2023 5:51 PM https://cafeland.vn/tin-tuc/khu-do-thi-gan-1000-ti-o-nghe-an-long-dong-tim-chu-120579.html?mibextid=Zxz2cZ Khu đô thị gần 1.000 tỉ ở Nghệ An long đong tìm chủ - CafeLand.Vn Thời gian đăng ký thực hiện dự án Khu đô thị Bắc Quán Hành tại thị trấn Quán Hành, huyện Nghi Lộc với tổng mức đầu tư gần 1.000 tỉ được gia hạn thêm 30 ngày. - CafeLand.Vn cafeland.vn Check thông tin nha mng by Unknown User"
TEAMS-MENTION-0805,805,batch_836.txt,Bee || Phân Tích Đầu Tư,2023-08-03,8/3/2023 2:24 PM,Thao L - INVT,,,"629,71m2","16,55tr/m2; 11,2tr/m2",,dân và để IRR= 20; dân số (500; dân theo QH đươc duyệt) và để IRR= 20,IRR= 20%,,"Thao L - INVT 8/3/2023 2:24 PM Edited 3. ĐỀ XUẤT – KIẾN NGHỊ: - Phương án Cao tầng: Sử dụng hiệu quả nhất các chỉ tiêu quy hoạch, phải xin thêm 2.522 dân và để IRR= 20% khi đơn giá gom đất trung bình cho tổng diện tích đất 27.629,71m2 là 16,55tr/m2 cho đa phần là đất lúa và cây hằng năm khác. - Phương án Thấp tầng: Không xin thêm dân số (500 dân theo QH đươc duyệt) và để IRR= 20% khi đơn giá gom đất trung bình cho tổng diện tích đất 27.629,71m2 là 11,2tr/m2 cho đa phần là đất lúa và cây hằng năm khác. Lưu y: Ưu tiên gom phần đất có đất ở lâu dài. Kiểm tra rà soát lại quy hoạch – kế hoạch sử dụng đất. Link hồ sơ: https://b"
TEAMS-MENTION-0806,806,batch_837.txt,Bee || Phân Tích Đầu Tư,2023-06-17,6/17/2023 11:19 AM,Thao L - INVT,Khu Đô Thị Mới Hậu Nghĩa - Đức Hòa như sau,https://goo.gl/maps/KCGefw7KgVDUzTPh7,"197,22ha; 11ha; 10ha; 37,6ha; 43,9ha; 15,9ha","162,877 tỷ; 3.095 tỷ",,Dân số: đến 2030,,,"Thao L - INVT 6/17/2023 11:19 AM K.ĐT gửi anh Tuan Tran-CEO thông tin về dự án Khu Đô Thị Mới Hậu Nghĩa - Đức Hòa như sau: THÔNG TIN VỀ DỰ ÁN KHU ĐÔ THỊ MỚI HẬU NGHĨA – ĐỨC HÒA 1/ Vị trí: https://goo.gl/maps/KCGefw7KgVDUzTPh7 2/ Thông tin: - Năm 2018 VinGroup có văn bản Đề xuất lập quy hoạch đầu tư dự án Khu đô thị mới Hậu Nghĩa – Đức Hòa, vì thế hiện nay trên các trang thông tin (Guland, các báo điện tử,…) đều thể hiện VinGroup là CĐT của dự án này. - Tuy nhiên vào ngày 07/06/2023 Sở Kế Hoạch và Đầu Tư ban hành thông báo số 773/TB-SKHĐT về việc Thông báo mời quan tâm dự án đầu tư có sử dụng đất: Dự án Khu đô thị mới Hậu Nghĩa – Đức Hòa thông qua hình thức Đầu thầu dự án đầu tư có sử dụng đất và thời hạn nộp hồ sơ là ngày 10/07/2023. - Thông tin dự án: Tên dự án: Khu đô thị mới Hậu Nghĩa – Đức Hòa. Địa điểm: Thị trấn Hậu Nghĩa, xã Đức Lập Thượng, Xã Tân Mỹ, Huyện Đức Hòa, tỉnh Long An. Hình thức lựa chọn nhà đầu tư: Đấu thầu dự án đầu tư có sử dụng đất. Thời hạn nộp hồ sơ đấu thầu: 10/07/2023. Dân số: đến 2030 khoảng 40.000 người. Diện tích: 197,22ha; trong đó: . Đất xây dựng chung cư cao 25 tầng chiếm 5,59% ~ 11ha. . Đất biệt thự chiếm 5% ~ 10ha. . Đất nhà liền kề chiếm 19,1% ~ 37,6ha. . Đất nhà tái định cư cao 5 tầng chiếm 2,2% ~ 43,9ha. . Đất Nhà ở xã hội cao 5 tầng chiếm 8,11% ~ 15,9ha. . Còn lại là đất Giáo dục, công cộng, y tế, cây xanh và hạ tầng chiếm 60%. Thời gian hoạt động dự án: 50 năm ( kể từ ngày 25/04/2023). Tiến độ thực hiện: 6 năm ( kể từ ngày 25/04/2023). Sơ bộ tổng chi phí thực hiện dự án: 25.162,877 tỷ. Chi phí bồi thường, hỗ trợ, tái định cư: 3.095 tỷ. - Các văn bản pháp lý dự án: 28/02/2020 UBND Huyện Đức Hòa ban hành Quyết định số 2329/QĐ-UBND về việc Phê duyệt đồ án quy hoạch chi tiết xây dụng tỷ lệ 1/500 KĐTM Hậu Nghĩa – Đức Hòa. 12/2022 Báo cáo"
TEAMS-MENTION-0807,807,batch_838.txt,Bee || Phân Tích Đầu Tư,2023-06-16,6/16/2023 9:24 PM,Huy M - IM,khi thực hiện kcn phải san lấp thêm ở mức bao nhiêu nên cũng chưa ước tính chi phí san lấp cho dự án này,,,,,,,,"Huy M - IM 6/16/2023 9:24 PM Edited Lúc đi vẫn chưa có thông tin cao độ về dự án khi thực hiện kcn phải san lấp thêm ở mức bao nhiêu nên cũng chưa ước tính chi phí san lấp cho dự án này. Nên chưa rõ lắm về chi phí 1.5 trđ Tuấn đang đề cập à image by Unknown User, has an attachment."
TEAMS-MENTION-0808,808,batch_839.txt,Bee || Phân Tích Đầu Tư,2023-06-16,6/16/2023 8:48 PM,Sinh Nguyen-Dau Tu,KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã Thái Hòa và xã Bắc Bình,https://goo.gl/maps/aChZ8vYJMZ8j6SjR7,284 ha,,,dân sinh sống trong ranh đất quy hoạch dự án: 1,,,"Sinh Nguyen-Dau Tu 6/16/2023 8:48 PM K.ĐT báo cáo anh Tuan Tran-CEO dự án KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã Thái Hòa và xã Bắc Bình, huyện Lập Thạch, tỉnh Vĩnh Phúc như sau: 1/ Vị trí Cách đường Quốc lộ 2C khoảng 80m. Nằm ở giáp ranh giữa Vĩnh Phúc và Tuyên Quang, là khu công nghiệp có vị trí xa nhất khi hướng về Hà Nội và Hải Phòng Cách trung tâm Thành phố Vĩnh Yên khoảng 22km Cách đường Vành Đai 5 (đường Vành Đai – Vùng Thủ Đô) khoảng 16,5km; Cách nút giao cao tốc Hà Nội – Lào Cai khoảng 16km. Cách sân bay quốc tế Nội Bài khoảng 52km Cách Trung Tâm Thủ đô Hà Nội khoảng 78km Cách Hải Phòng khoảng 175km 2/ Hiện trạng: Còn nhiều nhà dân sinh sống trong ranh đất quy hoạch dự án: 1 cụm lớn tập trung ở giữa và khá nhiều hộ nằm rải rác da beo trên đất quy hoạch dự án Có 1 khu mộ trên đất quy hoạch dự án Dự án không tiếp giáp trực tiếp đường Quốc Lộ 2C, chỉ tiếp cận đường nội bộ khu dân cư 3/ Pháp lý đất, pháp lý đầu tư Chưa có 4/ Quy hoạch Quyết định về việc Phê duyệt đồ án QHCT tỷ lệ 1/2000 Khu công nghiệp Thái Hòa, Bắc Bình tại huyện Lập Thạch, tỉnh Vĩnh Phúc số 3424/QĐ-UBND ngày 26/11/2013 Căn cứ phê duyệt quy hoạch sử dụng đất thời kỳ 2021-2030 do UBND tỉnh lập: Quy hoạch KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 5/ Đánh giá về dự án: Thuận lợi: Đã hoàn thiện cơ sở hạ tầng giao thông quan trọng trong khu vực: đường Cao tốc, Quốc lộ,… Tốc độ tăng trưởng giá thuê đất KCN khá tốt, khoảng 11,2%/năm. Tỷ lệ lấp đầy khá cao và ổn định, duy trì ở mức 85% - 90% Khó khăn: Việc giải phóng mặt bằng sẽ gặp khó khăn trong tương lai vì có rất nhiều hộ dân đang sinh sống và những ngôi mộ chưa được di dời Khảo sát đơn giá đền bù giải phóng mặt bằng đất nông nghiệp năm 2022 ở khu vực tương đối cao, khoảng 390.000 đồng/m². Việc có nhiều hộ d"
TEAMS-MENTION-0809,809,batch_839.txt,Bee || Phân Tích Đầu Tư,2023-06-16,6/16/2023 9:12 PM,Unknown User,nếu vùng đất thấp phải san lấp thêm nữa thì đơn giá 250,,,,,,,,"Unknown User 6/16/2023 9:12 PM Chi phí san lấp mà hết 1.5tr cao dữ v hã Hiện nay chi phí san lấp, hạ tầng kcn trung bình tầm 800 - 1 trđ/m2. Tuỳ theo cao độ của dự án nếu vùng đất thấp phải san lấp thêm nữa thì đơn giá 250.000 đồng/m3. Đối với hiện trạng dự án mình khảo sát ở kc... by Huy M - IM"
TEAMS-MENTION-0810,810,batch_839.txt,Bee || Phân Tích Đầu Tư,2023-06-16,6/16/2023 9:22 PM,Huy M - IM,mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi,,,,,,,,Huy M - IM 6/16/2023 9:22 PM Đối với hiện trạng dự án mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi cao Lúc đi vẫn chưa có thông tin cao độ về dự á... by Huy M - IM
TEAMS-MENTION-0811,811,batch_840.txt,Bee || Phân Tích Đầu Tư,2023-06-16,6/16/2023 7:16 PM,Tuan Tran-CEO,Khu đô thị mới Hậu Nghĩa - Đức Hòa,,,1 tỷ,,,,,Tuan Tran-CEO 6/16/2023 7:16 PM https://m.cafef.vn/dien-bien-moi-nhat-khu-do-thi-quy-mo-hon-1-ty-usd-tai-long-an-188230616170401978.chn Diễn biến mới nhất khu đô thị quy mô hơn 1 tỷ USD tại Long An Sở Kế hoạch và Đầu tư tỉnh Long An vừa có Thông báo số 773/TB-SKHĐT mời các nhà đầu tư quan tâm nộp hồ sơ đăng ký thực hiện dự án Khu đô thị mới Hậu Nghĩa - Đức Hòa. m.cafef.vn Check thông tin nha mng by Unknown User
TEAMS-MENTION-0812,812,batch_840.txt,Bee || Phân Tích Đầu Tư,2023-05-20,5/20/2023 11:59 AM,Unknown User,KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã Thái Hòa và xã Bắc Bình,,284 ha,,,,,,"Unknown User 5/20/2023 11:59 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án KCN Thái Hòa – Liễn Sơn – Liên Hòa - Khu vực 1 (284 ha) thuộc địa phận các xã Thái Hòa và xã Bắc Bình, huyện Lập Thạch, tỉnh Vĩnh Phúc như sau: 1/ Vị trí Cách đường Quốc lộ 2C khoảng 80m.Nằm ở giáp ranh giữa Vĩnh Phúc và Tuyên Quang, là khu công nghiệp có vị… K.ĐT đã đi khảo sát dự án KCN ở Vĩnh Phúc xong rồi ạ và đã báo cáo CEO ngày 20/5/2023. K.ĐT gửi lại anh Tuan Tran-CEO thông tin báo cáo dự án chi tiết như sau: K.ĐT báo cáo anh Tuan Tran-CEO dự án ... by Unknown User"
TEAMS-MENTION-0813,813,batch_842.txt,Bee || Phân Tích Đầu Tư,2023-06-12,6/12/2023 1:50 PM,Thao L - INVT,Khu nhà ở Đại Quang Minh,https://goo.gl/maps/GPVNSt7Q6a73xSKHA,"9.680m2; 034,8m2; 392,4m2; 642,4m2; 9.902m2; 66,2m2; 180m2; 62m2","135 tỷ; 37,1tr/m2; 185,75tỷ; 4,7tr/m2; 184,76 tỷ; 34tr/m2; 30tr/m2; 31,5tr/m2; 37,5tỷ; 37,1 tỷ; 72,850tỷ; 20tr/m2",,Dân số: 300,,,"Thao L - INVT 6/12/2023 1:50 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu nhà ở Đại Quang Minh, Thuận Giao, Bình Dương - Dự án thấp tầng nằm cùng khu với Dự án cao tầng Việt An; Nguồn Mr. Duy - P.PTQĐ như sau: 1/ THÔNG TIN DỰ ÁN: - Giá chào: 135 tỷ cho phần còn lại của dự án - 55 nền đất chưa xây dựng nhà ở, hạ tầng hoàn thiện. - Diện tích đất dự án: 9.680m2 trong đó có 5.034,8m2 đất ở tương ứng 75 căn, đối tác đã bán 20 căn có tổng diện tích đất là 1.392,4m2 => Phần diện tích đất ở thương phẩm còn lại là 3.642,4m2 với giá chào 135 tỷ ~ 37,1tr/m2 đất ở. - Vị trí: Tiếp giáp đường D4 (vào bằng đường Thuận Giao 09), Thuận Giao, Thuận An, Bình Dương. - Link map: https://goo.gl/maps/GPVNSt7Q6a73xSKHA - Hiện trạng: HTKT đã hoàn thành, 08/20 căn đã bán xây dựng xong phần thô, phần 12 căn còn lại chưa xây dựng. - Quy mô: Dự án thấp tầng xây dựng nhà ở 03 tầng. 2/ PHÁP LÝ: a/ Pháp lý đất: - Các lô đất đã có sổ hồng riêng đất ở có thời hạn đến 2069 đứng tên CĐT, sau khi hoàn thành xây dựng nhà ở có thể chuyển sang cho cá nhân thời hạn lâu dài. - Đã đóng các nghĩa vụ tài chính CMĐSDĐ và NOXH. b/ Pháp lý đầu tư: - Văn bản 134/UBND-KT Chấp thuận chủ trương đầu tư dự án Khu nhà ở Đại Quang Minh ngày 09/01/2020. - Văn bản 1327/UBND-KT Về việc điều chỉnh chủ trương dự án ngày 02/04/2021: Gia hạn tiến độ thực hiện dự án: Từ 2019 đến 2023. c/ Pháp lý quy hoạch: - Quyết định 7057/QĐ-UBND Về việc phê duyệt quy hoạch tổng mặt bằng tỷ lệ 1/500 ngày 31/10/2018. - Đính kèm các bản vẽ. d/ Pháp lý xây dựng: - Giấy chứng nhận thẩm duyệt thiết kế PCCC. - Thẩm định thiết kế cơ sở. - Kết quả kiểm tra đầu tư hạ tầng. 3/ PHƯƠNG ÁN ĐẦU TƯ: a/ Quy mô: 75 căn, đối tác đã bán 20 căn, hiện còn lại 55 căn tương đương 3.642,4m2 đất ở và 9.902m2 sàn xây dựng. b/ Loại hình kinh doanh: - Bán nhà 03 tầng. - Số"
TEAMS-MENTION-0814,814,batch_842.txt,Bee || Phân Tích Đầu Tư,2023-06-13,6/13/2023 1:54 PM,Sinh Nguyen-Dau Tu,Swan Park và Swan Bay như sau,,500 m²; 1000 m²; 282 m²; 457 m²,,,,,,"Sinh Nguyen-Dau Tu 6/13/2023 1:54 PM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh Giá bán đất (sau khi trừ CTXD) giữa dự án Swan Park và Swan Bay như sau: Giá bán đất Nhà phố hiện tại của SwanBay cao hơn SwanPark khoảng 120% – 150%. Nếu thời điểm 2022 thì cao hơn khoảng 70% – 80% Giá bán đất Biệt thự song lập hiện tại của SwanBay cao hơn SwanPark khoảng từ 30% - 50%. Nếu thời điểm 2022 thì cao hơn khoảng 10% - 20%. Giá bán đất Biệt thự đơn lập hiện tại của SwanBay cao hơn SwanPark khoảng từ 110% - 160%. Nếu thời điểm 2022 thì cao hơn khoảng 80% - 100%. Giá bán đất Shophouse hiện tại của SwanBay cao hơn SwanPark khoảng 40% - 50%. Nếu thời điểm 2022 thì cao hơn khoảng 5%. Giá bán đất Dinh thự hiện tại của SwanBay cao hơn SwanPark khoảng 210% - 310%. Nếu thời điểm 2022 thì cao hơn khoảng 200% - 300%. Giá bán đất Dinh thự (sau khi tách CTXD) của SwanBay cao hơn SwanPark rất nhiều sau khi chưa tách đất và CTXD là do: Diện tích sàn xây dựng Dinh thự tại SwanBay nhỏ (1 trệt, 1 lầu, 300 – 500 m²) nên khi khấu trừ giá trị xây dựng sẽ thấp hơn so với SwanPark có diện tích xây dựng rất lớn (1 trệt, 2 lầu, 866 - 1000 m²) Sản phẩm Dinh thự ở SwanBay là Unique và có thể đơn giá xây dựng SwanBay cao hơn SwanPark. Tuy nhiên, do chưa đánh giá được đơn giá xây dựng nên giả định rằng đơn giá xây dựng của 2 dự án là bằng nhau. Giá bán đất Biệt thự đơn lập (sau khi tách CTXD) của SwanBay cao hơn SwanPark sau khi chưa tách đất và CTXD là do: Chênh lệch diện tích xây dựng: SanBay (DTXD: 282 m²), SwanPark (DTXD từ 457 m² trở lên). Chi tiết theo file đính kèm: So sanh Gia bán du an SwanPark & SwanBay_Da Tach CTXD.pdf"
TEAMS-MENTION-0815,815,batch_842.txt,Bee || Phân Tích Đầu Tư,2023-07-14,7/14/2023 2:08 PM,Trieu Nguyen-PTDT,,,,,,,,,Trieu Nguyen-PTDT 7/14/2023 2:08 PM Em gửi anh một số thông tin pháp lý về KCN tại Indonesia và Thái Lan: Thái Lan: Bộ Luật đất đai Thái Lan cấm người nước ngoài sở hữu đất đai. Tuy nhiê
TEAMS-MENTION-0816,816,batch_843.txt,Bee || Phân Tích Đầu Tư,2023-06-10,6/10/2023 11:39 AM,Tuan Tran-CEO,cùng phân khúc rẻ nhất Q9 Kiếm các dự án ở khu Long Phước,,,,,,,,"Tuan Tran-CEO 6/10/2023 11:39 AM Với so sánh khu Swan park này với dự án cùng phân khúc rẻ nhất Q9 Kiếm các dự án ở khu Long Phước, Quận 9 by Unknown User"
TEAMS-MENTION-0817,817,batch_843.txt,Bee || Phân Tích Đầu Tư,2023-06-10,6/10/2023 11:43 AM,Tuan Tran-CEO,ở khu Long Phước,https://goo.gl/maps/CJMhzfJXxVkLkHgVA,,,,,,,"Tuan Tran-CEO 6/10/2023 11:43 AM Kiếm các dự án ở khu Long Phước, Quận 9 1 Like reaction. Link https://goo.gl/maps/CJMhzfJXxVkLkHgVA by Unknown User"
TEAMS-MENTION-0818,818,batch_843.txt,Bee || Phân Tích Đầu Tư,2023-06-10,6/10/2023 11:44 AM,Tuan Tran-CEO,,https://goo.gl/maps/CJMhzfJXxVkLkHgVA,,,,,,,"Tuan Tran-CEO 6/10/2023 11:44 AM https://goo.gl/maps/CJMhzfJXxVkLkHgVA 10°48'55.9""N 106°50'26.8""E · Trường Thạnh, District 9, Ho Chi Minh City, Vietnam Trường Thạnh, District 9, Ho Chi Minh City, Vietnam goo.gl check xem cái khu phân lô này giá và pháp l... by Unknown User"
TEAMS-MENTION-0819,819,batch_843.txt,Bee || Phân Tích Đầu Tư,2023-06-10,6/10/2023 11:44 AM,Tuan Tran-CEO,,,,,,,,,"Tuan Tran-CEO 6/10/2023 11:44 AM check xem cái khu phân lô này giá và pháp lý sao rồi nha, hình như đc xây tự do 1 Like reaction. Ok Tuấn nhé by Huy M - IM"
TEAMS-MENTION-0820,820,batch_847.txt,Bee || Phân Tích Đầu Tư,2023-06-10,6/10/2023 11:38 AM,Tuan Tran-CEO,cùn,,,,,,,,Tuan Tran-CEO 6/10/2023 11:38 AM Tính giá đất swan park ( Trừ đi xây dựng) nha anh 1 Like reaction. Với so sánh khu Swan park này với dự án cùn... by Unknown User
