date,category,indicator,value,source_file,sheet,orientation,source,parserVersion
2020-03-31,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.005,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-03-31,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.01,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-03-31,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.074,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-03-31,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.066,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.0475,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.043,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.068,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.053,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.005,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.01,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.074,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-23,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.066,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),0.158,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),-0.0074,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),-0.0394,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của các TCKT - Giá trị (M),3806498.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.0764,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0013,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.0337,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tiền gửi của cư dân - Giá trị (M),4992437.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.1292,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.0023,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0195,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),10779851.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.1033,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0011,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0141,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-04-29,money_credit,Tổng dư nợ tín dụng - Giá trị (M),8311303.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.0425,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.066,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.051,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.001,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.074,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-27,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.066,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),0.1596,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),0.0438,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),0.0026,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của các TCKT - Giá trị (M),3973173.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.0742,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0061,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tiền gửi của cư dân - Giá trị (M),5023044.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.1258,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.0138,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0336,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),10928485.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.0958,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0057,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.02,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-05-29,money_credit,Tổng dư nợ tín dụng - Giá trị (M),8359045.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.0425,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.066,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.049,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.001,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.074,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-24,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.065,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),0.1781,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),0.0405,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),0.0432,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của các TCKT - Giá trị (M),4134046.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.0743,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0105,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.0509,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tiền gửi của cư dân - Giá trị (M),5075951.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.1269,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.0174,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0515,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),11118423.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.0972,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0162,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0365,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-06-30,money_credit,Tổng dư nợ tín dụng - Giá trị (M),8494504.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.0425,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.037,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.064,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.044,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.001,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.073,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-29,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.06,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),0.1696,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),0.0011,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),0.0444,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của các TCKT - Giá trị (M),4138562.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.0785,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.001,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.052,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tiền gửi của cư dân - Giá trị (M),5080819.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.1322,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.004,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0558,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),11163361.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.1002,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0039,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0405,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-07-31,money_credit,Tổng dư nợ tín dụng - Giá trị (M),8527386.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.0425,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.037,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.064,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.044,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.001,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.073,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-20,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.06,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-31,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),0.1959,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-31,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),0.023,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-31,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),0.0684,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-31,money_credit,Tiền gửi của các TCKT - Giá trị (M),4233680.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-31,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.0738,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2020-08-31,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0026,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
